#shared-binaries-same-search
#Threads 	 manol-pipe-c10b 	 manol-pipe-c6bid_i 	 manol-pipe-c6nidw_i 	 manol-pipe-c7idw 	 manol-pipe-cha05-113 	 anbul-dated-5-15-u 	 ibm-2002-31_1r3-k30 	 post-c32s-gcdm16-22
1 	 84.374994992 	 0.18 	 262.419741599 	 0.03 	 307.771781768 	 0.06 	 75.116454545 	 0.05 	 60.987146852 	 0.13 	 1175.22208906 	 0.1 	 1581.096249568 	 0.05 	 973.002687773 	 0.01
2 	 96.075979107 	 0.47 	 301.887996474 	 0.37 	 357.515407305 	 0.36 	 86.676682729 	 0.61 	 68.389536209 	 0.19 	 1457.894109202 	 0.06 	 1737.107004917 	 0.14 	 1046.852331232 	 0.32
3 	 108.068619942 	 0.39 	 338.125200343 	 0.34 	 398.721355922 	 0.2 	 95.355180099 	 0.7 	 75.827559857 	 0.2 	 1704.344009053 	 0.03 	 1912.939696154 	 0.03 	 1134.12421594 	 0.12
4 	 118.100378269 	 0.46 	 365.769642041 	 0.31 	 428.620147496 	 0.46 	 102.528237248 	 0.23 	 82.360015393 	 0.15 	 1882.296553409 	 0.04 	 2021.032169685 	 0.1 	 1184.968002667 	 0.06
5 	 126.569492432 	 0.28 	 389.003131143 	 0.47 	 456.24901036 	 0.11 	 105.566426696 	 0.63 	 88.246577662 	 0.1 	 2033.664911123 	 0.14 	 2138.867878365 	 0.06 	 1245.316749228 	 0.15
6 	 133.329407086 	 0.13 	 407.395781935 	 0.08 	 476.908969078 	 0.09 	 111.537921827 	 0.63 	 93.246133985 	 0.14 	 2124.37766218 	 0.02 	 2193.286742895 	 0.04 	 1267.859782673 	 0.09
